Reference,Assay,Assay
11930311,Positive,18
11930311,Positive,18
11930311,Positive,18
11930311,Positive,18
11930311,Positive,18
17325349,Positive,
17325349,Positive,
17325349,Positive,
17325349,Positive,
17325349,Positive,
17325349,Positive,
17325349,Positive,
17325349,Positive,
17325349,Positive,
15914199,Positive,2
15914199,Positive,10
12768035,Positive,
12768035,Positive,
12033779,Positive,2
12033779,Positive,1
12768035,Positive,
12768035,Positive,
12768035,Positive,
12033779,Positive,1
12768035,Positive,
17325200,Positive,
12768035,Positive,
17325200,Positive,
17325200,Positive,
12768035,Positive,
12768035,Positive,
12768035,Positive,
12768035,Positive,
12768035,Positive,
12768035,Positive,
12768035,Positive,
12634406,Positive,4
12634406,Positive,4
11220618,Positive,2
11220618,Positive,30
11220618,Positive,2
11220618,Positive,5
11220618,Positive,7
11220618,Positive,6
11220618,Positive,7
11220618,Positive,2
11220618,Positive,7
17082594,Positive,
17082594,Positive,
17082594,Positive,
17082594,Positive,
10933725,Positive,13
10933725,Positive,1
10933725,Positive,1
10933725,Positive,6
12714256,Positive,
12714256,Positive,
12714256,Positive,
12169019,Positive,1
10954891,Positive,2
9820497,Positive,
9820497,Positive,
9820497,Positive,
9820497,Positive,
9820497,Positive,
9820497,Positive,
9820497,Positive,
9820497,Positive,
16378990,Positive,
16378990,Positive,
16378990,Positive,
17259989,Positive,
17259989,Positive,
16336973,Positive,
16336973,Positive,
9120290,Positive,1
11948498,Positive,50
17063516,Positive,2
17357107,Positive,7
17357107,Positive,7
17357107,Positive,4
17357107,Positive,4
17063516,Positive,
17391521,Positive,4
17391521,Positive,3
17391521,Positive,7
17442927,Positive,
17442927,Positive,
17442927,Positive,
10756006,Positive,
10756006,Positive,
10756006,Positive,
17391521,Positive,8
16240354,Positive,
17391521,Positive,4
11560998,Positive,
11560998,Positive,
17391521,Positive,2
17391521,Positive,2
16240354,Positive,
16240354,Positive,
16240354,Positive,
16240354,Positive,
16240354,Positive,
16240354,Positive,
16240354,Positive,
16240354,Positive,
16240354,Positive,
16240354,Positive,
16240354,Positive,
17259989,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
11395212,Positive,10
11395212,Positive,10
11395212,Positive,9
11395212,Positive,10
11395212,Positive,9
11395212,Positive,10
11395212,Positive,10
11395212,Positive,9
11395212,Positive,2
11395212,Positive,2
11395212,Positive,2
11395212,Positive,2
17484809,Positive,3
17459926,Positive,5
16840731,Positive,
10553078,Positive,
10553078,Positive,
10553078,Positive,
10553078,Positive,
10553078,Positive,
10553078,Positive,
10553078,Positive,
10553078,Positive,
10553078,Positive,
10553078,Positive,
10553078,Positive,
12574373,Positive,
12574373,Positive,
12574373,Positive,
11468143,Positive,
11468143,Positive,
11468143,Positive,
11468143,Positive,
11468143,Positive,
7531143,Positive,
7531143,Positive,
7531143,Positive,
12616496,Positive,4
12616496,Positive,4
12616496,Positive,4
12616496,Positive,3
16148129,Positive,2
16148129,Positive,1
12616496,Positive,3
16148129,Positive,3
12616496,Positive,3
12530975,Positive,
15896201,Positive,10
15896201,Positive,10
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
14566059,Positive,
16148129,Positive,4
16982932,Positive,
16982932,Positive,
16982932,Positive,
16982932,Positive,
16982932,Positive,
16982932,Positive,
15916715,Positive,
15916715,Positive,
15916715,Positive,
15916715,Positive,
15916715,Positive,
15916715,Positive,
15916715,Positive,
15916715,Positive,
15916715,Positive,
10607708,Positive,11
10607708,Positive,11
10607708,Positive,4
10607708,Positive,4
10607708,Positive,
10607708,Positive,
12530975,Positive,
11237798,Positive,
11237798,Positive,
11237798,Positive,
11237798,Positive,
10608763,Positive,17
10608763,Positive,17
10608763,Positive,17
10608763,Positive,17
10608763,Positive,17
7500030,Positive,
7500030,Positive,
7500030,Positive,
7500030,Positive,
7500030,Positive,
10458773,Positive,10
15694996,Positive,
16982932,Positive,
16982932,Positive,
16982932,Positive,
17372003,Positive,4
17372003,Positive,6
17372003,Positive,7
17372003,Positive,5
17372003,Positive,4
17372003,Positive,7
17372003,Positive,4
17372003,Positive,6
17372003,Positive,4
17372003,Positive,3
17372003,Positive,5
17372003,Positive,2
17372003,Positive,6
17372003,Positive,7
17372003,Positive,5
17372003,Positive,
17372003,Positive,
17372003,Positive,
17372003,Positive,
17372003,Positive,
17372003,Positive,
17372003,Positive,
15935885,Positive,2
15935885,Positive,5
15935885,Positive,5
15935885,Positive,2
15619009,Positive,15
15619009,Positive,10
15619009,Positive,13
15619009,Positive,10
15619009,Positive,6
15619009,Positive,12
15619009,Positive,5
15619009,Positive,
15619009,Positive,13
15619009,Positive,11
15619009,Positive,6
15619009,Positive,8
15619009,Positive,9
15619009,Positive,9
7732026,Positive,
7732026,Positive,
7732026,Positive,
16963442,Positive,
16963442,Positive,
16963442,Positive,
12874232,Positive,
12874232,Positive,
12874232,Positive,
16963442,Positive,
16963442,Positive,
12874232,Positive,
12874232,Positive,
12874232,Positive,
16963442,Positive,
12874232,Positive,
12874232,Positive,
12874232,Positive,
12874232,Positive,
15694996,Positive,
12874232,Positive,
15694996,Positive,
15694996,Positive,
15694996,Positive,
15694996,Positive,
15694996,Positive,
16441508,Positive,12
16441508,Positive,2
10359113,Positive,
10359113,Positive,
10359113,Positive,
10359113,Positive,
10359113,Positive,
10359113,Positive,
11012976,Positive,17
11012976,Positive,17
11012976,Positive,17
11012976,Positive,17
11012976,Positive,17
11012976,Positive,17
11012976,Positive,17
11012976,Positive,9
11012976,Positive,9
11012976,Positive,2
11012976,Positive,17
11012976,Positive,17
11012976,Positive,17
11012976,Positive,17
11012976,Positive,9
11012976,Positive,26
11012976,Positive,17
11012976,Positive,
11012976,Positive,
11012976,Positive,
11012976,Positive,
15148339,Positive,3
15148339,Positive,2
15148339,Positive,4
15148339,Positive,2
15148339,Positive,2
15148339,Positive,2
15148339,Positive,3
15148339,Positive,3
15148339,Positive,3
15971271,Positive,
15971271,Positive,
12972191,Positive,
12972191,Positive,
12972191,Positive,2
12964124,Positive,3
12964124,Positive,3
12964124,Positive,1
12964124,Positive,1
12964124,Positive,1
12964124,Positive,1
12964124,Positive,1
12964124,Positive,1
12964124,Positive,3
12964124,Positive,1
12964124,Positive,1
12964124,Positive,1
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,4
12393434,Positive,
12393434,Positive,
12393434,Positive,
12393434,Positive,
12393434,Positive,
12393434,Positive,
12393434,Positive,
12393434,Positive,
12393434,Positive,
12393434,Positive,
12393434,Positive,
11535524,Positive,1
11535524,Positive,1
11535524,Positive,1
11535524,Positive,1
11535524,Positive,1
11535524,Positive,
11535524,Positive,
11535524,Positive,
11535524,Positive,
11535524,Positive,5
11535524,Positive,1
10352247,Positive,
10352247,Positive,
10352247,Positive,
7541138,Positive,
7541138,Positive,
7541138,Positive,
7541138,Positive,
7541138,Positive,
7541138,Positive,
11703346,Positive,7
11703346,Positive,10
11703346,Positive,2
11703346,Positive,2
9292508,Positive,
9292508,Positive,
9292508,Positive,
9292508,Positive,2
11241274,Positive,
11241274,Positive,
11241274,Positive,
11241274,Positive,
11241274,Positive,
11241274,Positive,4
16281937,Positive,8
16281937,Positive,6
16281937,Positive,8
16281937,Positive,6
9247584,Positive,
9247584,Positive,
9247584,Positive,
17492595,Positive,7
17492595,Positive,7
17492595,Positive,7
17492595,Positive,7
17492595,Positive,7
17492595,Positive,7
17492595,Positive,7
17492595,Positive,7
17492595,Positive,7
17492595,Positive,7
17492595,Positive,7
17492595,Positive,7
17492595,Positive,7
17492595,Positive,7
17492595,Positive,7
17492595,Positive,2
17492595,Positive,2
17492595,Positive,1
11009086,Positive,2
17492595,Positive,2
17492595,Positive,1
17492595,Positive,1
17492595,Positive,1
16388983,Positive,2
16388983,Positive,2
16388983,Positive,2
16388983,Positive,2
16388983,Positive,
12116028,Positive,7
12116028,Positive,18
12116028,Positive,7
12116028,Positive,5
12116028,Positive,18
12116028,Positive,14
12116028,Positive,18
12116028,Positive,14
12116028,Positive,14
12116028,Positive,17
12116028,Positive,4
12116028,Positive,1
12116028,Positive,34
12116028,Positive,10
12116028,Positive,6
12116028,Positive,16
12116028,Positive,15
12116028,Positive,4
14973049,Positive,
14973049,Positive,
14973049,Positive,3
15288697,Positive,20
15288697,Positive,19
15288697,Positive,10
15288697,Positive,20
15288697,Positive,10
15172452,Positive,3
15172452,Positive,3
15557146,Positive,
15557146,Positive,
7688791,Positive,1
7688791,Positive,1
15646657,Positive,15
8890900,Positive,23
8890900,Positive,
8890900,Positive,6
15307183,Positive,5
15307183,Positive,2
15307183,Positive,2
15307183,Positive,2
15307183,Positive,1
15534094,Positive,13
15534094,Positive,13
15534094,Positive,13
15534094,Positive,13
15534094,Positive,13
15534094,Positive,1
15534094,Positive,1
15534094,Positive,5
7693972,Positive,
7693972,Positive,
7693972,Positive,
7693972,Positive,
7693972,Positive,
7693972,Positive,
7693972,Positive,
7693972,Positive,
7693972,Positive,
7693972,Positive,
7693972,Positive,
7693972,Positive,
10438725,Positive,
11591771,Positive,23
11591771,Positive,27
11591771,Positive,8
11591771,Positive,8
11591771,Positive,6
11591771,Positive,6
11591771,Positive,8
11591771,Positive,6
11591771,Positive,8
11591771,Positive,6
11591771,Positive,8
11591771,Positive,10
11591771,Positive,8
11591771,Positive,10
11591771,Positive,8
11591771,Positive,20
11591771,Positive,20
11591771,Positive,20
11591771,Positive,12
11591771,Positive,10
11591771,Positive,10
11591771,Positive,8
11591771,Positive,8
11591771,Positive,25
11591771,Positive,22
11591771,Positive,9
11591771,Positive,6
16113668,Positive,
16113668,Positive,11
16113668,Positive,
15148340,Positive,4
15148340,Positive,1
16275762,Positive,3
16275762,Positive,
15148340,Positive,1
15148340,Positive,2
16275762,Positive,
16275592,Positive,5
16275592,Positive,5
16275592,Positive,5
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
12947002,Positive,1
17764621,Positive,3
17611062,Positive,
17611062,Positive,
17663985,Positive,
17663985,Positive,
17663985,Positive,
11927633,Positive,1
11927633,Positive,1
11927633,Positive,9
11927633,Positive,12
11927633,Positive,12
11927633,Positive,9
11927633,Positive,1
11927633,Positive,1
11927633,Positive,1
11927633,Positive,12
11927633,Positive,1
11927633,Positive,9
11927633,Positive,9
11927633,Positive,12
15307183,Positive,5
11953041,Positive,
11953041,Positive,
11953041,Positive,
10644353,Positive,7
10644353,Positive,6
10644353,Positive,5
10644353,Positive,5
10644353,Positive,2
10644353,Positive,5
10644353,Positive,3
10644353,Positive,
10644353,Positive,
10644353,Positive,2
10644353,Positive,
10644353,Positive,2
17686555,Positive,4
10644353,Positive,
10644353,Positive,
10644353,Positive,
10644353,Positive,
10644353,Positive,
10644353,Positive,
17686555,Positive,15
17686555,Positive,6
17686555,Positive,4
17686555,Positive,15
17686555,Positive,4
17686555,Positive,17
11120837,Positive,15
11120837,Positive,2
11120837,Positive,
11120837,Positive,
11120837,Positive,15
10644353,Positive,
11120837,Positive,2
11120837,Positive,
11120837,Positive,
11120837,Positive,4
11120837,Positive,4
11082510,Positive,
11082510,Positive,
11082510,Positive,
11082510,Positive,
11082510,Positive,
11082510,Positive,
11082510,Positive,
11082510,Positive,
11082510,Positive,1
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,
11238653,Positive,6
11238653,Positive,6
11238653,Positive,6
11238653,Positive,6
11238653,Positive,6
11238653,Positive,
11238653,Positive,3
11238653,Positive,3
11238653,Positive,
11238653,Positive,
11238653,Positive,
17067378,Positive,
17067378,Positive,5
17030875,Positive,4
17030875,Positive,4
17030875,Positive,
17629360,Positive,
17629360,Positive,
17629360,Positive,
17629360,Positive,
17629360,Positive,
17629360,Positive,
17629360,Positive,
7531142,Positive,3
7531142,Positive,9
12594302,Positive,7
12594302,Positive,
12594302,Positive,
12594302,Positive,
17626101,Positive,12
17626101,Positive,
17092434,Positive,1
15802306,Positive,10
17626101,Positive,2
17626101,Positive,2
17626101,Positive,2
17626101,Positive,2
12552018,Positive,
12552018,Positive,
12552018,Positive,11
12552018,Positive,11
12552018,Positive,10
11796635,Positive,
16584426,Positive,3
16584426,Positive,
16584426,Positive,
16479544,Positive,
16479544,Positive,
16479544,Positive,
16479544,Positive,
17015761,Positive,24
17015761,Positive,24
17015761,Positive,18
17015761,Positive,24
17015761,Positive,18
17015761,Positive,24
17015761,Positive,24
17015761,Positive,24
17015761,Positive,22
17015761,Positive,10
17015761,Positive,10
17015761,Positive,10
17015761,Positive,10
12417567,Positive,
12417567,Positive,
12417567,Positive,
12417567,Positive,
12417567,Positive,
12417567,Positive,
12417567,Positive,
12417567,Positive,
12417567,Positive,
12417567,Positive,
12417567,Positive,
12417567,Positive,
12480698,Positive,
12480698,Positive,
14764694,Positive,4
14764694,Positive,2
14764694,Positive,1
14764694,Positive,4
8625967,Positive,10
8625967,Positive,9
8625967,Positive,11
8625967,Positive,8
8625967,Positive,2
8625967,Positive,3
8625967,Positive,3
8625967,Positive,1
